make_model_ordinal,body_type_ordinal,price,km,type_ordinal,previous_owners,fuel_ordinal,inspection_new,drive_chain,co2_emission,gears,age,hp_kW,upholstery_type_ordinal,gearing_type_ordinal,displacement_cc,weight_kg,comb_consumption,comfort_convenience_package,num_of_extras,safety_security_package_labeled,entertainment_media_package_labeled
1,0,18000,58500.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,1,0,1
1,0,18000,30000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1310.0,4.0,2,4,0,0
1,0,18000,75000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,4,0,0
1,0,18000,31500.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1305.0,4.0,2,1,0,1
1,0,17999,39000.0,1,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,5,0,0
1,0,17996,13000.0,0,1.0,1,1,2,103.0,6.0,1.0,85.0,0,1,999.0,1260.0,4.4,0,1,0,0
1,1,17999,39501.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,0,6,0,0
1,0,17995,43833.0,0,1.0,1,0,2,117.0,6.0,2.0,85.0,0,1,999.0,1735.0,5.1,2,1,1,1
1,0,17995,72061.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.0,0,1,0,1
1,0,17990,33330.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1890.0,4.0,2,1,1,1
1,2,18750,26419.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,1,0,1
1,0,18700,48127.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,1,1,1598.0,1350.0,3.8,2,1,0,1
1,0,18700,31883.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1350.0,4.0,2,3,0,1
1,2,18700,45039.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1795.0,4.0,2,2,1,1
1,0,18700,76867.0,0,1.0,0,0,2,107.0,6.0,2.0,85.0,1,1,1598.0,1345.0,4.1,2,2,0,0
1,2,18700,16316.0,0,1.0,0,0,2,105.0,6.0,1.0,85.0,0,1,1598.0,1280.0,4.0,2,1,0,1
1,0,18700,20792.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,1,0,1
1,0,18666,14390.0,0,1.0,1,0,2,104.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.5,2,1,0,0
1,0,18650,49885.0,0,1.0,0,0,2,108.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.1,0,4,0,0
1,1,18645,38000.0,0,2.0,0,0,2,106.0,6.0,2.0,81.0,0,1,1598.0,1335.0,3.9,0,3,0,0
1,0,18600,62981.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.0,2,1,0,0
1,1,18690,19800.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,2,2,0,0
1,1,18680,35112.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1365.0,4.0,0,5,0,0
1,0,17960,96100.0,0,1.0,0,1,2,98.0,6.0,2.0,81.0,0,1,1598.0,1360.0,3.7,2,4,0,0
1,0,18600,29000.0,1,2.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,17960,105000.0,0,1.0,0,1,2,107.0,6.0,2.0,110.0,1,1,1968.0,1360.0,4.2,0,1,0,0
1,0,18500,49500.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.0,2,2,0,1
1,0,18530,92246.0,0,1.0,0,1,2,117.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.4,2,2,0,0
1,0,18500,133000.0,0,1.0,0,1,2,107.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.2,2,6,0,0
1,0,18500,25000.0,0,1.0,1,0,2,107.0,7.0,2.0,85.0,0,1,999.0,1315.0,4.7,2,7,0,0
1,0,17950,60453.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,0,1,1598.0,1356.0,4.1,2,2,0,0
1,0,17945,41890.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.2,2,1,0,0
1,2,18550,24287.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,3,0,1
1,1,17900,45700.0,0,1.0,0,1,2,109.0,6.0,1.0,85.0,0,1,1598.0,1365.0,4.2,0,3,0,0
1,0,17900,64595.0,0,1.0,0,1,2,111.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.2,2,2,0,0
1,1,17900,61621.0,0,1.0,0,0,2,111.0,6.0,2.0,110.0,0,1,1968.0,1365.0,4.4,2,4,0,0
1,0,17890,70100.0,0,1.0,1,0,2,117.0,6.0,2.0,85.0,0,1,999.0,1237.0,4.5,2,1,0,0
1,0,17900,32745.0,0,1.0,0,0,2,107.0,6.0,2.0,86.0,0,1,1598.0,1360.0,3.0,2,1,0,0
1,0,17899,29500.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1890.0,4.0,2,1,1,1
1,0,17900,17000.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,6,0,0
1,0,17860,43500.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,17840,76290.0,0,1.0,0,1,2,101.0,6.0,2.0,81.0,0,1,1598.0,1350.0,4.2,0,2,0,0
1,0,17700,9900.0,0,1.0,1,0,2,109.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.7,2,1,0,0
1,0,17840,76290.0,0,1.0,0,1,2,101.0,6.0,2.0,81.0,0,1,1598.0,1350.0,4.2,0,2,0,0
1,0,17700,59520.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,1,0,0
1,0,17810,36700.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.0,2,3,0,0
1,1,17780,98000.0,0,1.0,0,0,2,99.0,6.0,2.0,110.0,0,1,1968.0,1365.0,3.8,2,2,0,0
1,0,17990,8909.0,0,1.0,1,0,2,118.0,6.0,2.0,110.0,0,1,1498.0,1360.0,5.2,0,4,0,0
1,0,17731,88134.0,0,1.0,0,1,2,109.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.2,2,5,0,0
1,0,17990,40000.0,0,1.0,1,0,2,107.0,6.0,2.0,85.0,0,1,999.0,1255.0,4.7,2,4,0,1
1,0,17990,68090.0,0,2.0,1,1,2,107.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.7,2,5,0,0
1,0,17990,28000.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1385.0,4.0,2,3,0,1
1,0,17990,95075.0,0,1.0,0,0,2,108.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.1,2,1,0,0
1,0,17990,20000.0,0,1.0,1,0,2,117.0,6.0,2.0,92.0,0,1,1598.0,1360.0,5.1,2,1,0,0
1,0,17990,20000.0,0,1.0,1,0,2,117.0,6.0,2.0,92.0,0,1,1598.0,1360.0,5.1,2,1,0,0
1,0,17990,60000.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1305.0,4.0,2,3,0,0
1,0,17990,26000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1310.0,4.0,0,1,0,0
1,0,17990,23128.0,0,1.0,1,0,2,117.0,6.0,2.0,110.0,0,1,1395.0,1760.0,5.1,2,1,1,1
1,0,17990,26510.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,1,1,1598.0,1360.0,4.0,2,1,1,1
1,0,17980,84391.0,0,1.0,0,1,2,107.0,6.0,2.0,81.0,1,1,1598.0,1360.0,4.0,2,3,0,0
1,0,17980,19999.0,0,1.0,1,1,2,103.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.4,2,2,0,0
1,0,17980,23968.0,0,1.0,0,1,2,111.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.2,2,3,0,0
1,0,17980,51347.0,0,1.0,0,0,2,105.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.0,2,2,1,1
1,0,17980,19000.0,1,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,4,0,0
1,0,17980,37113.0,0,1.0,1,0,2,117.0,6.0,2.0,85.0,0,1,999.0,1360.0,5.1,2,1,0,1
1,0,17500,60000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1320.0,4.0,2,3,1,1
1,0,17650,34400.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1600.0,1360.0,4.0,2,1,1,1
1,0,17500,28400.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,1,1,1598.0,1335.0,4.0,2,1,0,1
1,0,17500,136000.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,1,1,1598.0,1335.0,4.0,2,1,0,1
1,0,17500,58000.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,1,1,1598.0,1335.0,4.0,2,1,1,1
1,0,17500,95000.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,1,1,1598.0,1335.0,3.8,2,1,0,0
1,0,17590,34650.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1360.0,4.0,2,2,1,1
1,2,17550,48509.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,2,0,1
1,0,17480,70300.0,0,1.0,0,0,2,98.0,6.0,2.0,81.0,1,1,1598.0,1360.0,3.7,2,1,0,0
1,0,17490,74000.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1385.0,3.8,2,2,0,0
1,0,17500,36000.0,0,1.0,1,0,2,104.0,6.0,2.0,85.0,0,1,999.0,1225.0,4.5,2,3,0,0
1,0,17500,59763.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,1,1,1598.0,1890.0,5.5,0,1,0,0
1,0,17490,28000.0,1,1.0,0,0,2,107.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,4,0,0
1,2,17500,29395.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,0,1,1598.0,1280.0,4.0,2,1,0,1
1,0,17490,13072.0,0,1.0,1,1,2,111.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.7,2,1,0,1
1,2,17490,41000.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1280.0,4.0,0,2,0,0
1,0,17440,25850.0,0,2.0,0,1,2,101.0,6.0,2.0,81.0,0,1,1598.0,1360.0,3.8,2,2,0,0
1,0,17430,97643.0,0,1.0,0,1,2,88.0,6.0,2.0,81.0,0,1,1598.0,1315.0,3.3,2,6,0,1
1,0,17428,70783.0,0,1.0,0,1,2,111.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.2,0,2,0,0
1,0,17445,23000.0,1,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,17400,25000.0,1,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,17390,43800.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1360.0,4.0,2,1,1,1
1,0,17440,117647.0,0,1.0,0,1,2,117.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.4,2,2,0,0
1,0,17390,31070.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,1,1,1598.0,1360.0,4.0,2,2,1,1
1,0,17300,26000.0,0,2.0,1,0,2,103.0,6.0,2.0,85.0,1,1,999.0,1260.0,4.4,2,2,0,1
1,0,17300,50000.0,0,1.0,0,0,2,111.0,6.0,2.0,110.0,0,1,1968.0,1380.0,4.3,2,3,0,0
1,2,17300,37875.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,1,1,1598.0,1280.0,4.0,2,1,0,1
1,0,17250,39800.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,1,17250,57900.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.2,2,2,0,1
1,0,17220,50438.0,0,1.0,0,1,2,109.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.1,0,1,0,0
1,0,17200,24700.0,0,1.0,1,0,2,107.0,6.0,2.0,85.0,0,1,999.0,1225.0,4.7,2,4,0,1
1,0,17200,105000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,17000,54000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,0,4,0,0
1,0,17000,46059.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,1,0,1
1,0,16999,81987.0,0,1.0,0,0,2,108.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.1,0,1,0,0
1,0,16999,36000.0,0,1.0,1,0,2,107.0,6.0,2.0,85.0,0,1,999.0,1225.0,4.7,2,4,0,0
1,0,16990,69000.0,0,1.0,0,0,2,99.0,6.0,2.0,85.0,0,1,1598.0,1260.0,3.8,2,1,0,1
1,0,16990,117000.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1260.0,4.0,2,1,0,1
1,0,16990,59380.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1350.0,3.8,2,2,0,0
1,1,16990,70000.0,0,2.0,0,1,2,99.0,6.0,2.0,81.0,0,1,1598.0,1335.0,3.8,2,3,0,0
1,0,16690,69000.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,2,0,0
1,0,16600,22500.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,16550,37708.0,0,1.0,0,1,2,109.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.1,0,2,0,0
1,0,16690,112700.0,0,1.0,0,1,2,107.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.0,2,4,0,0
1,0,16550,45560.0,0,1.0,0,1,2,109.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.1,2,2,0,0
1,0,16500,51000.0,0,1.0,0,1,2,106.0,6.0,2.0,85.0,0,1,1598.0,1305.0,4.0,2,5,0,0
1,2,16500,60102.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,1,1,1598.0,1280.0,4.0,2,1,0,1
1,0,16500,110000.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1335.0,3.8,1,8,0,0
1,0,16500,66714.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1350.0,3.8,2,1,0,1
1,0,16300,82000.0,0,1.0,0,0,2,108.0,6.0,2.0,81.0,1,1,1598.0,1360.0,4.1,2,1,1,0
1,0,16499,77000.0,0,1.0,0,0,2,98.0,6.0,2.0,81.0,0,1,1598.0,1355.0,3.7,0,2,0,0
1,0,16490,39900.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,0,1,1598.0,1260.0,4.0,2,3,0,0
1,0,16000,60000.0,0,1.0,1,0,2,114.0,6.0,2.0,81.0,0,1,1197.0,1255.0,4.9,2,1,0,1
1,2,16990,23500.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1260.0,3.0,2,1,0,1
1,2,16990,50129.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,2,0,1
1,0,16290,68021.0,0,1.0,0,1,2,99.0,6.0,2.0,81.0,0,1,1598.0,1350.0,3.8,2,3,0,0
1,2,16990,50129.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,1,0,1
1,0,16985,20000.0,1,1.0,0,0,2,106.0,6.0,2.0,85.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,1,16980,49996.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,2,4,0,0
1,0,16980,62254.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.0,2,2,0,1
1,1,16900,107000.0,0,1.0,0,1,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,2,3,1,0
1,0,16950,49913.0,0,1.0,0,0,2,108.0,6.0,2.0,81.0,0,1,1598.0,1360.0,4.1,2,1,0,0
1,0,16900,54740.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1795.0,4.0,2,1,1,0
1,2,16950,66466.0,0,1.0,0,0,2,99.0,6.0,2.0,81.0,0,1,1598.0,1890.0,3.8,2,1,0,1
1,1,16900,139879.0,0,1.0,0,0,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,0,8,0,0
1,0,16888,77000.0,0,1.0,0,1,2,105.0,6.0,2.0,81.0,0,1,1598.0,1320.0,4.1,2,4,0,0
1,0,16888,131900.0,0,1.0,0,0,2,108.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.2,0,4,0,0
1,0,16880,87584.0,0,1.0,0,1,2,99.0,6.0,2.0,81.0,0,1,1598.0,1360.0,3.8,2,1,0,0
1,1,16900,115000.0,0,1.0,0,1,2,109.0,6.0,2.0,85.0,0,1,1598.0,1365.0,4.2,2,3,1,0
1,0,16900,127000.0,0,1.0,0,0,2,107.0,6.0,2.0,81.0,1,1,1598.0,1335.0,4.0,2,1,0,1
1,0,16900,85000.0,0,1.0,0,0,2,106.0,6.0,2.0,81.0,0,1,1598.0,1335.0,4.0,2,3,0,0
1,0,16780,60648.0,0,1.0,0,0,2,105.0,6.0,2.0,85.0,0,1,1598.0,1360.0,4.0,2,3,0,1
1,0,16750,105908.0,0,1.0,0,1,2,111.0,6.0,2.0,110.0,1,1,1968.0,1360.0,4.3,2,1,0,0
1,0,19700,15.0,0,2.0,1,0,2,106.0,6.0,2.0,85.0,1,1,999.0,1360.0,4.6,2,1,0,0
1,0,19800,30537.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,1,1,1598.0,1260.0,4.0,2,1,0,0
1,0,19800,37592.0,0,0.0,0,0,2,108.0,6.0,1.0,85.0,0,1,1598.0,1260.0,4.1,2,1,1,0
1,0,19800,16423.0,0,1.0,1,1,2,114.0,6.0,1.0,85.0,0,1,999.0,1360.0,4.8,2,2,0,0
1,0,19799,19500.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,0,1,1598.0,1890.0,4.0,2,1,1,1
1,0,19800,22000.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.0,2,1,0,1
1,0,19797,114550.0,0,1.0,0,0,2,108.0,6.0,2.0,110.0,1,1,1968.0,1360.0,4.3,2,5,0,0
1,1,19800,45000.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.0,2,4,0,0
1,1,19790,28364.0,0,1.0,1,0,2,110.0,6.0,2.0,85.0,0,1,999.0,1180.0,4.8,2,1,0,1
1,0,19800,30537.0,0,1.0,0,0,2,106.0,6.0,2.0,85.0,1,1,1598.0,1260.0,4.0,2,1,0,0
1,0,19800,21500.0,0,2.0,1,0,2,110.0,6.0,2.0,85.0,1,1,999.0,1360.0,4.8,2,2,0,0
1,0,19790,17500.0,0,2.0,1,0,2,106.0,6.0,2.0,85.0,1,1,999.0,1260.0,4.6,0,7,0,0
1,0,19780,1647.3626086956522,2,0.0,1,0,2,117.0,6.0,0.0,85.0,0,1,999.0,1360.0,5.1,2,1,0,1
1,0,19790,28095.0,0,1.0,1,1,2,103.0,6.0,2.0,85.0,0,1,999.0,1360.0,4.4,2,2,0,0
1,0,19770,28865.0,0,1.0,1,1,2,114.0,6.0,2.0,85.0,0,1,999.0,1255.0,4.8,2,3,0,0
1,0,19750,33000.0,0,1.0,1,0,2,104.0,6.0,2.0,85.0,0,1,999.0,1255.0,4.5,2,1,0,1
1,1,19790,28364.0,0,1.0,1,0,2,110.0,6.0,2.0,85.0,0,1,999.0,1180.0,4.8,2,1,0,1
1,0,19780,50500.0,0,1.0,0,0,2,105.0,6.0,2.0,81.0,1,1,1598.0,1350.0,4.0,2,1,0,0
1,0,19750,1647.3626086956522,2,0.0,1,1,2,108.0,6.0,0.0,85.0,0,1,999.0,1180.0,4.8,2,1,0,0
1,0,19740,55379.0,0,1.0,0,1,2,105.0,6.0,2.0,110.0,0,1,1968.0,1360.0,4.0,2,1,0,0
1,0,22500,14270.0,0,1.0,0,0,2,105.0,7.0,1.0,85.0,0,0,1598.0,1840.0,4.0,2,2,1,1
1,2,22599,34082.0,0,1.0,0,0,2,105.0,7.0,1.0,87.0,0,0,1598.0,1280.0,4.0,2,3,0,1
1,0,22450,26759.0,1,1.0,0,1,2,108.0,7.0,1.0,85.0,1,0,1598.0,1360.0,4.1,2,1,0,0
1,0,23200,24272.0,0,1.0,0,0,2,103.0,7.0,1.0,85.0,0,0,1598.0,1360.0,3.9,2,2,0,1
1,0,22971,6698.0,0,1.0,1,1,2,106.0,7.0,1.0,85.0,0,0,999.0,1360.0,4.6,2,4,0,0
1,0,22990,8200.0,0,1.0,0,0,2,102.0,7.0,1.0,85.0,0,0,1598.0,1295.0,3.9,2,2,0,1
1,0,22990,24665.0,0,1.0,0,0,2,103.0,7.0,1.0,85.0,0,0,1598.0,1360.0,3.9,0,4,0,0
1,0,22990,26460.0,0,1.0,0,1,2,118.0,7.0,1.0,110.0,0,0,1968.0,1425.0,4.6,0,4,0,0
1,0,23200,22784.0,0,1.0,0,0,2,106.0,7.0,1.0,85.0,0,0,1598.0,1845.0,4.0,2,2,1,1
1,0,22990,12500.0,0,2.0,1,0,2,117.0,7.0,1.0,85.0,0,0,999.0,1790.0,5.1,2,1,1,1
1,0,22990,789.0,0,1.0,1,0,2,104.0,7.0,1.0,85.0,0,0,999.0,1315.0,4.5,2,3,0,1
1,0,22980,18100.0,1,1.0,0,0,2,119.0,6.0,1.0,110.0,0,0,1968.0,1380.0,4.6,2,2,0,0
1,0,19900,25316.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.0,2,1,0,1
1,0,19900,30261.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.0,2,1,0,1
1,0,23700,1.0,4,1.0,1,0,2,117.0,7.0,0.0,85.0,0,0,999.0,1360.0,5.1,2,1,2,1
1,0,23690,5800.0,0,1.0,1,1,2,107.0,7.0,1.0,85.0,1,0,999.0,1280.0,4.7,0,2,0,0
1,0,23680,9011.0,1,1.0,1,1,2,106.0,7.0,1.0,85.0,0,0,999.0,1360.0,4.6,2,6,0,0
1,0,23640,18717.0,1,1.0,0,0,2,117.0,7.0,1.0,110.0,0,0,1968.0,1530.0,4.4,2,1,0,0
1,1,23700,18000.0,0,2.0,1,1,2,110.0,7.0,1.0,110.0,0,0,1498.0,1365.0,4.8,0,6,0,0
1,0,23700,11200.0,1,1.0,0,0,2,103.0,7.0,1.0,85.0,0,0,1598.0,1360.0,3.9,2,3,0,0
1,0,19900,17000.0,1,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1230.0,4.0,2,1,0,1
1,2,20300,8497.0,0,1.0,0,0,2,108.0,6.0,0.0,85.0,1,1,1598.0,1260.0,4.1,2,3,0,1
1,0,20250,15080.0,1,1.0,0,1,2,108.0,6.0,1.0,85.0,1,1,1598.0,1360.0,4.1,2,1,0,0
1,0,20300,24655.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.0,2,3,0,0
1,2,20300,14999.0,0,1.0,0,0,2,108.0,6.0,0.0,85.0,1,1,1598.0,1260.0,4.1,2,3,0,1
1,0,19900,12900.0,1,1.0,0,0,2,105.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.0,2,1,2,1
1,0,20299,9800.0,0,1.0,1,0,2,106.0,6.0,1.0,85.0,1,1,999.0,1360.0,4.6,2,3,0,0
1,0,20290,1647.3626086956522,2,0.0,1,0,2,104.0,6.0,0.0,85.0,0,1,1598.0,1360.0,4.5,2,1,0,0
1,0,19990,16000.0,0,1.0,1,0,2,106.0,6.0,1.0,85.0,0,1,999.0,1360.0,4.6,2,3,0,0
1,2,19990,5000.0,3,1.0,1,0,2,106.0,6.0,1.0,85.0,0,1,999.0,1239.0,4.6,2,1,0,0
1,0,19990,9861.0,1,1.0,1,1,2,103.0,6.0,1.0,85.0,0,1,999.0,1360.0,4.7,2,1,0,0
1,0,19989,19000.0,0,1.0,1,1,2,114.0,6.0,1.0,85.0,0,1,999.0,1360.0,4.8,2,1,0,0
1,0,19980,18500.0,0,1.0,1,1,2,107.0,6.0,1.0,85.0,0,1,999.0,1360.0,4.7,2,3,0,0
1,0,19980,26983.0,1,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.0,2,2,0,0
1,0,19980,26983.0,1,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.0,2,2,0,0
1,0,19950,21592.0,1,1.0,0,1,2,108.0,6.0,1.0,85.0,1,1,1598.0,1360.0,4.1,2,1,0,0
1,0,19950,20000.0,1,1.0,0,0,2,106.0,6.0,1.0,85.0,1,1,1598.0,1335.0,4.0,2,4,0,0
1,0,19950,21369.0,1,1.0,0,1,2,108.0,6.0,1.0,85.0,1,1,1598.0,1360.0,4.1,2,1,0,0
1,0,19950,22369.0,1,1.0,0,0,2,108.0,6.0,1.0,85.0,1,1,1598.0,1335.0,4.1,2,1,0,0
1,1,19950,29900.0,0,1.0,0,0,2,109.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.2,0,5,0,0
1,0,19950,21592.0,1,1.0,0,1,2,108.0,6.0,1.0,85.0,1,1,1598.0,1360.0,4.1,2,1,0,0
1,0,19950,21369.0,1,1.0,0,1,2,108.0,6.0,1.0,85.0,1,1,1598.0,1360.0,4.1,2,1,0,0
1,0,19940,26490.0,0,1.0,0,1,2,104.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.0,0,2,0,0
1,0,19930,26342.0,0,1.0,0,0,2,109.0,6.0,1.0,85.0,0,1,1598.0,1345.0,4.1,0,2,0,0
1,0,19900,17500.0,0,1.0,1,0,2,99.0,6.0,1.0,85.0,0,1,1598.0,1230.0,3.8,2,1,0,1
1,0,19900,12126.0,0,1.0,1,0,2,117.0,6.0,1.0,85.0,0,1,999.0,1236.0,4.5,2,1,0,0
1,0,19900,11300.0,1,1.0,0,0,2,112.0,6.0,1.0,85.0,0,1,1598.0,1360.0,4.3,2,1,0,0
1,0,19900,164.0,0,1.0,1,0,2,117.0,6.0,1.0,85.0,0,1,999.0,1236.0,4.5,2,1,0,0
1,0,19900,8000.0,0,1.0,0,0,2,108.0,6.0,1.0,85.0,0,1,1598.0,1335.0,4.1,2,4,0,0
1,0,19900,14900.0,0,1.0,0,0,2,99.0,6.0,1.0,85.0,0,1,1598.0,1230.0,3.8,2,1,0,1
1,0,19900,38400.0,3,1.0,0,0,2,111.0,6.0,1.0,110.0,0,1,1968.0,1380.0,4.3,2,1,0,0
1,0,19900,39000.0,0,1.0,0,0,2,106.0,6.0,1.0,85.0,0,1,1598.0,1305.0,4.0,2,5,0,0
